AFGHANISTAN,Inbound tourism,Arrivals - Thousands,,,,,,,,,,,,,,,,,,,,,
AMERICAN SAMOA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
AMERICAN SAMOA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
AMERICAN SAMOA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
AMERICAN SAMOA,Outbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
AMERICAN SAMOA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANDORRA,Inbound tourism,Arrivals - Thousands,1/,TF,,,,,2347,2949,3516,3387,3138,2791,2418,2227,2189,2059,1830,1808,2242,2238,2335
ANDORRA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANDORRA,Inbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANDORRA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANDORRA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
ANDORRA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANDORRA,Outbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANDORRA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANGOLA,Inbound tourism,Arrivals - Thousands,,TF,9,21,45,52,45,51,67,91,107,194,210,121,195,294,366,425,481,528,650
ANGOLA,Inbound tourism,Tourism expenditure in the country - US$ Mn,1/,IMF,27,38,24,39,31,34,35,51,63,82,103,91,236,293,554,726,653,711,1241
ANGOLA,Inbound tourism,Travel - US$ Mn,1/,IMF,10,9,9,8,13,18,22,37,49,66,88,75,225,285,534,719,646,706,1234
ANGOLA,Inbound tourism,Passenger transport - US$ Mn,1/,IMF,17,29,15,31,18,16,13,14,14,16,15,16,11,8,20,7,7,5,7
ANGOLA,Outbound tourism,Departures - Thousands,,,3,3,,,,,,,,,,,,,,,,,
ANGOLA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,1/,IMF,113,110,125,96,142,146,80,52,49,86,135,393,473,447,270,275,323,292,319
ANGOLA,Outbound tourism,Travel - US$ Mn,1/,IMF,75,73,98,75,127,136,66,19,12,39,74,148,212,254,133,148,180,159,166
ANGOLA,Outbound tourism,Passenger transport - US$ Mn,1/,IMF,38,37,27,21,15,10,14,33,37,47,61,245,261,193,137,127,143,133,153
ANGUILLA,Inbound tourism,Arrivals - Thousands,1/,TF,39,37,43,44,47,44,48,44,47,54,62,73,78,68,58,62,66,65,69
ANGUILLA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANGUILLA,Inbound tourism,Travel - US$ Mn,,IMF,50,51,60,62,58,56,62,57,64,69,86,107,115,109,94,99,112,113,122
ANGUILLA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANGUILLA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
ANGUILLA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANGUILLA,Outbound tourism,Travel - US$ Mn,,IMF,6,6,7,8,8,9,9,8,9,9,10,13,15,17,16,13,13,12,12
ANGUILLA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANTIGUA AND BARBUDA,Inbound tourism,Arrivals - Thousands,1/,TF,220,228,240,234,232,207,215,218,239,246,245,254,262,266,234,230,241,247,244
ANTIGUA AND BARBUDA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANTIGUA AND BARBUDA,Inbound tourism,Travel - US$ Mn,,IMF,247,258,278,282,290,291,272,274,300,337,309,327,338,334,305,298,312,319,299
ANTIGUA AND BARBUDA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANTIGUA AND BARBUDA,Outbound tourism,Departures - Thousands,,,386,369,,,,,,,,,,,,,,,,,
ANTIGUA AND BARBUDA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ANTIGUA AND BARBUDA,Outbound tourism,Travel - US$ Mn,,IMF,23,26,27,29,30,31,32,33,35,38,40,45,52,58,54,51,49,49,50
ANTIGUA AND BARBUDA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ARGENTINA,Inbound tourism,Arrivals - Thousands,,TF,2289,2614,2764,3012,2898,2909,2620,2820,2995,3457,3823,4173,4562,4700,4308,5325,5705,5587,5571
ARGENTINA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,2550,2975,3153,3353,3175,3195,2756,1716,2306,2660,3209,3899,4984,5295,4476,5629,6060,5639,5032
ARGENTINA,Inbound tourism,Travel - US$ Mn,,IMF,2222,2621,2778,3025,2898,2904,2642,1535,2006,2235,2729,3344,4314,4645,3960,4942,5354,4887,4313
ARGENTINA,Inbound tourism,Passenger transport - US$ Mn,,IMF,328,354,375,328,277,291,114,181,300,425,480,555,670,650,516,687,706,752,719
ARGENTINA,Outbound tourism,Departures - Thousands,,,3815,4296,4517,4592,4786,4953,4762,3008,3088,3904,3894,3892,4167,4614,4981,5307,6686,7266,7544
ARGENTINA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,4013,4449,4973,5282,5228,5460,4888,2744,2997,3208,3554,4038,5063,5962,5766,6375,7477,8255,8150
ARGENTINA,Outbound tourism,Travel - US$ Mn,,IMF,3278,3584,3962,4230,4195,4425,3893,2328,2511,2604,2790,3099,3921,4561,4494,4878,5542,5905,5569
ARGENTINA,Outbound tourism,Passenger transport - US$ Mn,,IMF,735,865,1011,1052,1033,1035,995,416,486,604,764,939,1142,1401,1272,1497,1935,2350,2581
ARMENIA,Inbound tourism,Arrivals - Thousands,,TF,12,13,23,32,41,45,123,162,206,263,319,382,511,558,575,684,758,963,1084
ARMENIA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,14,18,33,41,47,52,81,81,90,188,243,309,349,381,377,459,488,490,475
ARMENIA,Inbound tourism,Travel - US$ Mn,,IMF,1,12,20,24,31,38,65,63,73,171,223,273,311,335,337,411,448,454,458
ARMENIA,Inbound tourism,Passenger transport - US$ Mn,,IMF,13,6,13,17,16,14,16,18,17,17,20,36,38,46,40,48,40,36,17
ARMENIA,Outbound tourism,Departures - Thousands,,,,,,,,111,110,131,169,221,269,329,468,516,526,563,715,965,1083
ARMENIA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,12,26,45,55,51,56,59,85,97,216,255,297,363,397,398,462,546,556,579
ARMENIA,Outbound tourism,Travel - US$ Mn,,IMF,3,22,41,41,37,40,40,54,67,179,207,262,312,338,345,400,477,485,502
ARMENIA,Outbound tourism,Passenger transport - US$ Mn,,IMF,9,4,4,14,14,16,19,31,30,37,48,35,51,59,53,62,69,71,77
ARUBA,Inbound tourism,Arrivals - Thousands,,TF,619,641,650,647,683,721,691,643,642,728,733,694,772,827,813,824,869,904,979
ARUBA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,554,666,726,786,782,850,825,835,858,,,1064,1213,1352,1223,1254,1358,1412,1511
ARUBA,Inbound tourism,Travel - US$ Mn,,IMF,521,620,689,741,729,814,822,834,858,1056,1097,1064,1213,1351,1222,1251,1351,1402,1501
ARUBA,Inbound tourism,Passenger transport - US$ Mn,,IMF,33,46,37,45,53,36,3,1,"0,1",,,"0,1","0,4","1,3","1,2","3,1","6,6","10,1",10
ARUBA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
ARUBA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,79,128,161,140,151,163,156,172,213,248,250,241,270,272,264,261,287,294,340
ARUBA,Outbound tourism,Travel - US$ Mn,,IMF,73,120,156,135,140,146,135,159,188,218,226,218,251,250,243,243,269,275,319
ARUBA,Outbound tourism,Passenger transport - US$ Mn,,IMF,6,8,5,5,11,17,21,13,25,30,24,23,19,22,21,18,18,19,21
AUSTRALIA,Inbound tourism,Arrivals - Thousands,1/,VF,3726,4165,4318,4167,4459,4931,4856,4841,4746,5215,5499,5532,5644,5586,5490,5790,5771,6032,6382
AUSTRALIA,Inbound tourism,Arrivals - Thousands,2/,TF,,,,3825,4109,4530,4435,4420,4354,4774,5020,5064,,,,,,,
AUSTRALIA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,11915,13779,13698,11664,12866,13016,12804,13624,16647,20453,19719,20408,25024,27189,26909,31064,34096,34326,33376
AUSTRALIA,Inbound tourism,Travel - US$ Mn,,IMF,8130,9519,9456,8131,9256,9289,9224,9971,12438,15214,16750,17538,21774,23986,24566,28472,31348,31743,31104
AUSTRALIA,Inbound tourism,Passenger transport - US$ Mn,,IMF,3785,4260,4242,3533,3610,3727,3580,3653,4209,5239,2969,2870,3250,3203,2343,2592,2748,2583,2272
AUSTRALIA,Outbound tourism,Departures - Thousands,,,2519,2732,2933,3161,3210,3498,3443,3461,3388,4369,4756,4941,5462,5808,6276,7103,7788,8212,8768
AUSTRALIA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,7260,8223,8586,8062,8574,8780,8053,8494,10135,14224,16153,17293,22052,25557,22680,27851,33916,35122,34998
AUSTRALIA,Outbound tourism,Travel - US$ Mn,,IMF,5165,5920,6261,5935,6227,6387,5860,6072,7270,10242,11749,12537,16454,19617,18738,22558,27320,27974,28376
AUSTRALIA,Outbound tourism,Passenger transport - US$ Mn,,IMF,2095,2303,2325,2127,2347,2393,2193,2422,2865,3982,4404,4756,5598,5940,3942,5293,6596,7148,6622
AUSTRIA,Inbound tourism,Arrivals - Thousands,,TCE,17173,17090,16647,17352,17467,17982,18180,18611,19078,19374,19952,20269,20773,21935,21355,22004,23012,24151,24813
AUSTRIA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,14529,13980,12275,12694,12358,11382,11511,12334,15128,17251,18471,18886,21088,24346,21220,20980,22453,21446,22618
AUSTRIA,Inbound tourism,Travel - US$ Mn,,IMF,13435,12830,11018,11241,10847,9899,9948,10803,13307,15150,16243,16510,18559,21630,19159,18758,19778,18938,20090
AUSTRIA,Inbound tourism,Passenger transport - US$ Mn,,IMF,1094,1150,1257,1453,1511,1483,1563,1531,1821,2101,2228,2376,2529,2716,2061,2222,2675,2508,2528
AUSTRIA,Outbound tourism,Departures - Thousands,1/,,,,,,,7528,8350,8266,8384,8371,8206,10042,9876,9677,10121,9882,9874,10960,10671
AUSTRIA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,11686,11777,10672,10399,7517,7001,7408,7743,9761,10812,11077,11721,12825,13993,12767,12213,12920,12352,12698
AUSTRIA,Outbound tourism,Travel - US$ Mn,,IMF,10887,11015,10062,9581,6727,6232,6579,6901,8623,9237,9316,9626,10561,11432,10813,10125,10548,9992,10253
AUSTRIA,Outbound tourism,Passenger transport - US$ Mn,,IMF,799,762,610,818,790,769,829,842,1138,1575,1761,2095,2264,2561,1954,2088,2372,2360,2445
AZERBAIJAN,Inbound tourism,Arrivals - Thousands,,VF,93,210,306,483,602,681,767,834,1038,1279,1177,1194,1333,1899,1830,1963,2239,2484,2509
AZERBAIJAN,Inbound tourism,Arrivals - Thousands,,TF,,,,,,,,576,768,989,693,682,732,1043,1005,1280,1562,1986,2130
AZERBAIJAN,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,87,57,176,143,93,68,57,63,70,79,100,201,317,382,545,792,1500,2634,2618
AZERBAIJAN,Inbound tourism,Travel - US$ Mn,,IMF,70,46,162,125,81,63,43,51,58,65,78,117,178,191,379,657,1287,2433,2365
AZERBAIJAN,Inbound tourism,Passenger transport - US$ Mn,,IMF,17,11,14,18,12,5,14,12,12,14,22,84,139,191,166,135,213,201,253
AZERBAIJAN,Outbound tourism,Departures - Thousands,,,,432,654,1146,1204,1326,1130,1141,1475,1473,1830,1836,1631,2162,2363,3176,3550,3874,4285
AZERBAIJAN,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,165,115,193,181,149,138,119,110,120,140,188,256,381,456,488,856,1778,2617,3032
AZERBAIJAN,Outbound tourism,Travel - US$ Mn,,IMF,146,100,186,170,139,132,109,105,111,126,164,201,264,343,406,782,1689,2477,2877
AZERBAIJAN,Outbound tourism,Passenger transport - US$ Mn,,IMF,19,15,7,11,10,6,10,5,9,14,24,55,117,113,82,74,89,140,155
BAHAMAS,Inbound tourism,Arrivals - Thousands,,TF,1598,1633,1618,1528,1577,1544,1538,1513,1510,1561,1608,1601,1528,1463,1327,1370,1346,1422,1364
BAHAMAS,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,1356,1409,1427,1365,1598,1753,1665,1773,1770,1897,2081,2066,2198,2155,2025,2159,2157,2333,2182
BAHAMAS,Inbound tourism,Travel - US$ Mn,,IMF,1346,1398,1416,1354,1583,1738,1648,1760,1757,1884,2071,2056,2187,2144,2014,2147,2142,2311,2162
BAHAMAS,Inbound tourism,Passenger transport - US$ Mn,,IMF,10,11,11,11,15,15,17,13,13,13,10,10,11,11,11,12,15,22,20
BAHAMAS,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
BAHAMAS,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,241,279,310,310,310,348,342,338,404,469,528,541,538,460,386,369,347,384,362
BAHAMAS,Outbound tourism,Travel - US$ Mn,,IMF,213,235,250,256,276,261,256,244,305,316,344,385,377,305,240,228,246,286,262
BAHAMAS,Outbound tourism,Passenger transport - US$ Mn,,IMF,28,44,60,54,34,87,86,94,99,153,184,156,161,155,146,141,101,98,100
BAHRAIN,Inbound tourism,Arrivals - Thousands,,VF,2311,1988,2600,2898,3280,3869,4388,4831,4844,5667,6313,7289,7833,8631,8861,11952,6732,8062,9163
BAHRAIN,Inbound tourism,Arrivals - Thousands,,TF,1396,1201,1611,1640,2019,2420,2789,3167,2955,3514,3914,4519,4935,,,,,,
BAHRAIN,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,593,589,578,625,785,854,886,985,1206,1504,1603,1786,1854,1927,1873,2163,1766,1742,1865
BAHRAIN,Inbound tourism,Travel - US$ Mn,,IMF,247,263,311,366,518,573,630,740,720,864,920,1048,1105,1166,1118,1362,1035,1051,1165
BAHRAIN,Inbound tourism,Passenger transport - US$ Mn,,IMF,346,326,267,259,267,281,256,245,486,640,683,738,749,761,755,801,731,691,700
BAHRAIN,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
BAHRAIN,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,320,298,318,327,395,425,423,550,492,528,574,639,671,704,597,684,899,889,873
BAHRAIN,Outbound tourism,Travel - US$ Mn,,IMF,122,109,122,142,212,224,250,380,372,387,414,455,479,503,408,506,718,729,713
BAHRAIN,Outbound tourism,Passenger transport - US$ Mn,,IMF,198,189,196,185,183,201,173,170,120,141,160,184,192,201,189,178,181,160,160
BANGLADESH,Inbound tourism,Arrivals - Thousands,,TF,156,166,182,172,173,199,207,207,245,271,208,200,289,467,267,303,155,125,148
BANGLADESH,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,,,,,,,,59,59,76,82,,,,95,104,103,107,130
BANGLADESH,Inbound tourism,Travel - US$ Mn,,IMF,25,33,62,52,50,50,48,57,57,67,75,79,80,59,81,87,95,105,128
BANGLADESH,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,2,2,9,7,,,,14,17,8,2,2
BANGLADESH,Outbound tourism,Departures - Thousands,,,830,911,866,992,1103,1128,1075,1158,1414,1565,1767,1819,2327,875,2254,,,,
BANGLADESH,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,,251,314,294,375,471,341,309,389,442,371,481,578,708,661,852,838,900,1297
BANGLADESH,Outbound tourism,Travel - US$ Mn,,IMF,234,135,178,151,211,290,165,113,165,161,141,142,156,193,265,266,342,305,347
BANGLADESH,Outbound tourism,Passenger transport - US$ Mn,,IMF,,116,136,143,164,181,176,196,224,281,230,339,422,515,396,586,496,595,950
BARBADOS,Inbound tourism,Arrivals - Thousands,,TF,442,447,472,512,515,545,507,498,531,552,548,563,575,568,519,532,568,536,509
BARBADOS,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,630,667,672,721,697,733,706,666,767,784,1081,1235,1224,1244,1122,1074,,,
BARBADOS,Inbound tourism,Travel - US$ Mn,,IMF,622,659,663,712,687,723,697,658,758,775,1073,1228,1217,1237,1112,1071,,,
BARBADOS,Inbound tourism,Passenger transport - US$ Mn,,IMF,8,8,9,9,10,10,9,8,9,9,8,7,7,7,10,3,,,
BARBADOS,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
BARBADOS,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,110,114,120,126,132,141,149,146,153,163,274,284,290,279,293,351,,,
BARBADOS,Outbound tourism,Travel - US$ Mn,,IMF,71,74,79,82,87,94,101,99,104,108,217,222,212,205,216,274,,,
BARBADOS,Outbound tourism,Passenger transport - US$ Mn,,IMF,39,40,41,44,45,47,48,47,49,55,57,62,78,74,77,77,,,
BELARUS,Inbound tourism,Arrivals - Thousands,1/,TF,161,234,254,355,75,60,61,63,64,68,91,90,105,92,95,120,116,119,137
BELARUS,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,28,61,40,54,92,188,272,295,339,362,346,401,479,585,563,665,747,986,1155
BELARUS,Inbound tourism,Travel - US$ Mn,,IMF,23,55,25,22,12,93,211,234,267,270,253,286,324,363,370,440,487,685,791
BELARUS,Inbound tourism,Passenger transport - US$ Mn,,IMF,5,6,15,32,80,95,61,61,72,92,93,115,155,222,193,225,260,301,364
BELARUS,Outbound tourism,Departures - Thousands,,,626,703,969,901,934,1289,1387,1436,1108,515,572,525,517,380,316,415,320,493,708
BELARUS,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,101,142,122,138,133,247,486,527,436,500,516,675,724,860,752,748,729,948,1333
BELARUS,Outbound tourism,Travel - US$ Mn,,IMF,87,119,114,124,116,216,454,493,399,450,448,586,606,716,639,622,588,789,1153
BELARUS,Outbound tourism,Passenger transport - US$ Mn,,IMF,14,23,8,14,17,31,32,34,37,50,68,89,118,144,113,126,141,159,180
BELGIUM,Inbound tourism,Arrivals - Thousands,,TCE,5560,5829,6037,6179,6369,6457,6452,6720,6690,6710,6747,6995,7045,7165,6815,7186,7494,7560,7684
BELGIUM,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,,,,,,,8304,7598,8848,10089,10881,11625,12371,13106,13072,13400,14475,14272,14716
BELGIUM,Inbound tourism,Travel - US$ Mn,1/,IMF,4548,4844,4529,4623,6472,6592,6887,6935,8193,9208,9845,10311,11017,11788,11818,12113,13111,13001,13524
BELGIUM,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,1417,663,655,881,1036,1314,1354,1318,1254,1287,1364,1271,1192
BELGIUM,Outbound tourism,Departures - Thousands,,,,5645,7548,7776,6410,7932,6570,6773,7268,8783,9327,7852,8371,8887,8775,8801,9727,9576,10818
BELGIUM,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,,,,,,,10878,11270,13402,15456,16771,17891,19215,21445,20191,20843,22730,22240,23981
BELGIUM,Outbound tourism,Travel - US$ Mn,1/,IMF,8115,8591,7895,8311,9775,9429,9776,10185,12210,13956,14948,15574,17506,19859,18379,18822,20571,20111,21635
BELGIUM,Outbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,1102,1085,1192,1500,1823,2317,1709,1586,1812,2021,2159,2129,2346
BELIZE,Inbound tourism,Arrivals - Thousands,,TF,131,133,146,176,181,196,196,200,221,231,237,247,251,245,232,242,250,277,294
BELIZE,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,,95,97,101,,,,,,,,,,,,,,,
BELIZE,Inbound tourism,Travel - US$ Mn,,IMF,78,93,95,99,101,111,111,121,150,168,214,260,289,278,256,264,248,298,351
BELIZE,Inbound tourism,Passenger transport - US$ Mn,,IMF,,2,2,2,,,,,,,,,,,,,,,
BELIZE,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
BELIZE,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,33,38,30,33,39,44,45,48,50,47,45,43,46,44,43,39,37,39,42
BELIZE,Outbound tourism,Travel - US$ Mn,,IMF,21,26,18,21,36,40,42,44,46,43,42,41,43,41,41,36,34,37,40
BELIZE,Outbound tourism,Passenger transport - US$ Mn,,IMF,12,12,12,12,3,4,3,4,4,4,3,2,3,3,2,3,3,2,2
BENIN,Inbound tourism,Arrivals - Thousands,,TF,138,143,148,152,80,96,88,72,175,174,176,180,186,188,190,199,209,220,231
BENIN,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,,79,56,64,94,77,86,95,108,121,108,122,206,236,131,149,201,174,
BENIN,Inbound tourism,Travel - US$ Mn,,IMF,85,79,56,64,94,77,85,93,106,118,103,116,206,236,131,149,180,170,
BENIN,Inbound tourism,Passenger transport - US$ Mn,,IMF,,"0,1","0,2","0,2","0,4","0,4","0,5","1,5","1,9","2,9","4,7","5,6","0,3","0,4","0,4","0,4",21,4,
BENIN,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
BENIN,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,48,51,34,32,63,50,48,49,53,59,58,71,107,102,88,91,81,96,
BENIN,Outbound tourism,Travel - US$ Mn,,IMF,35,29,16,20,26,12,17,20,21,29,27,34,72,64,53,57,53,43,
BENIN,Outbound tourism,Passenger transport - US$ Mn,,IMF,13,22,18,12,37,38,31,29,32,30,31,37,35,38,35,34,28,53,
BERMUDA,Inbound tourism,Arrivals - Thousands,1/,TF,387,390,380,370,355,332,278,284,257,272,270,299,306,264,236,232,236,232,236
BERMUDA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,,,,,,,,,,,,,,,,,500,448,447
BERMUDA,Inbound tourism,Travel - US$ Mn,2/,IMF,488,472,478,487,479,431,351,378,348,426,429,495,569,431,366,442,493,441,439
BERMUDA,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,,,,,,,,,,7,7,8
BERMUDA,Outbound tourism,Departures - Thousands,,,,,,,,,140,145,141,156,161,170,181,192,,,,,
BERMUDA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,,,,,,,,,,,,394,453,459,407,417,326,327,322
BERMUDA,Outbound tourism,Travel - US$ Mn,2/,IMF,,,,,,,,243,248,217,239,268,288,307,295,301,216,221,222
BERMUDA,Outbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,,,,,126,165,152,112,116,110,106,100
BHUTAN,Inbound tourism,Arrivals - Thousands,1/,TF,5,5,5,6,7,8,6,6,6,9,14,17,21,28,23,41,66,105,116
BHUTAN,Inbound tourism,Tourism expenditure in the country - US$ Mn,2/,IMF,5,6,6,8,9,10,9,8,8,13,19,36,47,47,51,64,76,93,118
BHUTAN,Inbound tourism,Travel - US$ Mn,,IMF,,,,,,,,,,,,23,28,37,42,40,47,61,85
BHUTAN,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,,,,,13,19,10,9,24,29,32,33
BHUTAN,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
BHUTAN,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,,,,,,,,,,,,,,65,34,43,58,70,67
