user_id;time
62;1415959201
100;1415634885
18;1415624000
99;1417380057
57;1416178124
65;1416190565
63;1415785436
81;1417017402
69;1416360802
57;1417241346
39;1416950306
3;1416303143
96;1417256552
42;1415861442
73;1415504327
58;1415573077
80;1416185732
15;1417252519
13;1415622230
82;1415473476
71;1416702208
5;1416979626
22;1416715515
13;1417362270
95;1417037958
68;1415847419
8;1416527565
44;1416118290
64;1415457748
91;1416237843
71;1416338556
8;1415766033
25;1417333937
67;1416173383
34;1415703499
23;1416007779
57;1416600707
98;1416164582
28;1415492806
79;1417150838
17;1417015032
56;1417211171
65;1417200123
19;1415645140
36;1416691020
25;1416619369
7;1416358869
83;1415975031
1;1416483243
94;1415717084
75;1416979331
74;1417028338
15;1416756568
84;1417168404
75;1416190688
20;1415587922
64;1416246803
23;1416863276
71;1415920117
63;1416265283
88;1416662081
55;1416969230
72;1417115242
50;1415832835
57;1415563838
86;1416571305
32;1415936161
3;1415549009
86;1417149929
61;1416654230
34;1415685047
5;1415509332
7;1415548921
92;1415859682
72;1415645488
51;1417265568
17;1416786943
85;1417231715
6;1417260801
60;1416484365
83;1416270691
44;1416723059
56;1416868268
67;1417339480
72;1415750819
43;1416809402
32;1417247566
72;1415811062
50;1415996294
23;1416152141
93;1417330851
47;1415964909
25;1417352589
46;1416698413
47;1416930827
59;1417267002
94;1416177763
13;1416373799
52;1416579224
40;1415597822
50;1415469382
76;1416689926
50;1416216926
36;1415894715
6;1417193319
83;1417359625
36;1415651169
29;1416263943
78;1415441380
57;1415608926
21;1415508248
34;1416313499
88;1416276153
71;1417178036
10;1416562134
25;1415515090
17;1415550952
57;1415624701
1;1416090750
23;1415569292
52;1415688737
44;1416041083
29;1416443365
8;1416899690
100;1417357656
41;1415626709
61;1415656010
13;1417062666
58;1416657085
16;1416108148
53;1417052342
56;1417042663
27;1416386868
85;1415967215
72;1416064292
54;1416507291
2;1416880351
67;1416675907
39;1416327963
83;1416999221
29;1416612863
86;1417378295
87;1416565865
21;1415662133
56;1416634121
44;1416916832
35;1416117028
25;1415524765
29;1416202496
8;1416405767
7;1415661293
50;1415796931
40;1417384649
99;1416381803
12;1416807328
4;1416792004
6;1415452989
46;1416954897
74;1415974139
55;1417419470
65;1416807162
78;1415770156
93;1416717765
76;1416862598
95;1416927250
21;1415603122
83;1416567506
8;1415598825
13;1416040558
22;1416451668
73;1415504393
40;1416435728
76;1416962896
6;1416305454
19;1417094872
65;1416067740
93;1416238694
85;1415809114
49;1417116105
61;1415688783
63;1416216528
64;1416907727
43;1416845820
87;1415557490
91;1417278340
57;1416515030
44;1415783250
3;1415509790
44;1416435525
38;1415801607
6;1417285108
60;1417253125
31;1416734887
43;1417007056
52;1416463964
7;1416782051
50;1416035464
45;1416800724
89;1415773652
34;1416808975
20;1416101294
93;1416718043
59;1417419803
76;1417169185
61;1416383626
7;1416866062
80;1415793906
95;1416900468
3;1416513058
58;1417046262
95;1417109175
97;1416772989
30;1416108773
22;1416673203
78;1416800365
43;1417164287
13;1417256143
84;1416663511
92;1416779505
96;1416483784
94;1415805858
80;1415633161
44;1416656566
44;1415980199
38;1416525235
73;1416208610
86;1415458248
22;1415653485
13;1416309962
48;1415599303
16;1416725899
93;1415770497
90;1415564641
94;1416382494
28;1416713711
41;1416942845
98;1415712852
11;1416502905
91;1417309570
86;1415469113
26;1416145471
8;1415749241
21;1416332692
85;1416532321
69;1417003191
18;1417420938
51;1417257544
24;1416635140
9;1415941453
91;1416922471
82;1417031780
26;1415603999
64;1417379586
3;1415620144
59;1415514642
34;1417197966
67;1415435685
21;1416864634
17;1416993492
75;1416226582
97;1416482434
42;1416738816
7;1416487899
56;1416911117
37;1415456591
95;1415887808
79;1416829857
51;1416017367
99;1417034074
65;1417135870
59;1417037154
22;1416146698
27;1415993929
16;1415500196
86;1415482754
4;1415932423
14;1417332059
9;1415556062
60;1415761321
51;1416753258
31;1417262509
5;1416351439
60;1416785672
36;1416761392
47;1416373485
72;1416700620
83;1416220244
63;1417337390
70;1416994638
68;1416638054
68;1416744088
41;1417265977
73;1416652707
49;1417204016
69;1417278784
32;1416570822
46;1416860156
8;1417281456
83;1415594894
14;1417400918
2;1417334799
48;1417044287
39;1415727023
94;1415562559
76;1417345286
17;1416632258
36;1417188884
67;1416811965
6;1415906708
35;1415494685
5;1416446435
58;1416520213
11;1416702421
53;1415518134
95;1416419171
59;1415472655
9;1415882226
2;1415932740
5;1416541613
50;1417081058
30;1416008714
47;1415738802
95;1415672194
25;1415492316
23;1416537669
23;1416994682
3;1416240721
54;1416337550
74;1416599786
75;1417026500
14;1416151403
10;1415859322
92;1415798342
10;1416210962
40;1415977272
74;1415466537
5;1417231051
67;1416003226
35;1417166336
23;1417417662
41;1415834089
86;1416046726
23;1415806740
87;1415566596
73;1416436025
7;1416183573
65;1416365245
77;1415587767
36;1417247228
9;1416848704
27;1415549904
40;1415885619
23;1417168387
87;1416825154
31;1416936925
84;1417179177
64;1417327122
66;1415944223
6;1416384639
65;1415536394
35;1416482217
9;1417100670
60;1416237679
33;1416104795
3;1415960595
11;1415466443
13;1415643126
67;1417299874
99;1416057344
95;1416487963
68;1416340517
7;1415712764
40;1416596170
18;1416584274
12;1417136953
47;1417420739
96;1417200549
18;1417249946
79;1416120512
57;1415447349
64;1416895744
60;1416629635
40;1417323657
60;1416114660
97;1416059221
30;1417230161
17;1416534073
18;1417389367
84;1415888520
56;1415931207
87;1417135776
94;1415623344
59;1416576215
80;1416793985
71;1415966795
35;1416628122
76;1415708095
21;1416028582
60;1417402541
82;1415688501
36;1415647063
19;1415553953
58;1416592786
39;1415446741
23;1415476185
72;1416098224
40;1416203635
10;1415770012
43;1416528851
44;1415978039
15;1417250035
72;1417112798
77;1415988540
89;1417198774
76;1416792775
90;1416881527
37;1417144403
7;1417074996
47;1416975419
41;1416584817
76;1417393560
61;1415517384
97;1417280092
71;1416139255
67;1417310600
96;1416995737
33;1415445661
21;1415769266
79;1417224356
85;1415682553
35;1416830854
5;1416226526
50;1417373833
94;1416919323
49;1417309299
71;1417027251
1;1416093443
15;1416618415
64;1415665240
42;1416561944
94;1415845831
81;1415751451
28;1416908956
68;1415646882
4;1416548172
43;1416989257
50;1415685555
8;1415544490
42;1416778685
79;1416285095
6;1416999783
37;1415437603
93;1416172185
70;1415838130
13;1417066954
77;1416292642
89;1416834009
64;1416385003
8;1416998288
80;1416287426
80;1417287002
26;1416481992
38;1415848550
61;1415525225
90;1417204089
46;1416245594
93;1416152852
33;1415699019
67;1416922456
11;1415930111
6;1416825066
5;1415569231
24;1415876016
99;1416234133
82;1417247526
5;1416862090
77;1417032441
55;1417178926
98;1416859482
2;1416928916
25;1416058621
73;1417288661
25;1415688472
68;1417270026
55;1415748408
8;1415709014
84;1416020069
25;1416936726
82;1416525317
15;1416255856
44;1417327457
6;1416898086
87;1416943800
52;1415568806
92;1415560557
46;1417410253
79;1416458803
15;1416908920
17;1416361471
42;1415963268
75;1416561042
56;1415723291
41;1416802095
2;1415970206
44;1417219047
100;1417037627
43;1416724681
99;1416246236
34;1416669083
6;1416800265
4;1416981270
55;1415469750
83;1415728063
47;1415773046
89;1417248747
65;1415848536
4;1416461946
99;1415973702
18;1415480506
92;1416188857
44;1416693667
61;1416636604
94;1416942447
84;1416597270
74;1417320580
93;1415520358
58;1417273224
19;1417281948
14;1417425381
1;1416456284
8;1417326542
91;1416182213
46;1416795754
7;1416056066
59;1417171329
3;1416247226
61;1417041526
7;1416953718
31;1415518602
94;1417057170
93;1415758241
79;1416747352
32;1415961400
27;1416605751
20;1415788625
79;1415838733
60;1416945426
19;1417174017
34;1417144033
37;1417220273
44;1416269493
21;1416844933
17;1417224514
69;1417210916
83;1416756938
1;1416701967
22;1417256598
77;1415465474
17;1417291554
64;1416758055
90;1416851921
20;1416177683
62;1416818288
69;1416671365
71;1416497990
78;1417180015
99;1416785328
63;1415654763
69;1415829095
6;1417423690
96;1416558317
7;1417028457
60;1415924224
67;1416464236
64;1417433521
37;1416837291
72;1416810134
91;1417179352
60;1416317031
86;1416479415
95;1417394885
21;1415708420
84;1416859717
22;1416598237
29;1416969755
3;1416230077
22;1416438672
83;1416585803
83;1416162418
58;1416348294
59;1417232883
36;1416521675
1;1416438043
36;1415807335
17;1416123489
80;1416008144
48;1416656804
98;1415459603
73;1417173962
7;1417250305
6;1416492813
12;1416705955
53;1415939647
4;1416159601
95;1416324467
68;1417321484
3;1416922302
6;1416881072
81;1416831122
58;1416980279
96;1416711631
43;1416276511
24;1417046523
73;1417359504
59;1416504895
33;1416140756
78;1415623900
41;1416548222
15;1416093820
94;1417142417
87;1416131468
71;1416521843
81;1417004825
7;1415643765
24;1415943428
13;1417403020
75;1416370444
3;1416347473
10;1415732436
4;1416385407
28;1416386542
100;1416436061
51;1416036561
80;1416384107
100;1416022138
7;1416465485
15;1416672658
48;1416134575
31;1416391228
25;1415741589
84;1416303677
14;1417178373
51;1416893339
95;1417076262
1;1416323034
22;1415643092
35;1415828544
77;1415481609
15;1416669417
72;1417003920
68;1416634638
18;1416222380
76;1415948268
46;1416679295
6;1415794865
16;1416813307
98;1416922988
22;1416082547
63;1416252643
88;1416643802
59;1417154727
36;1415641690
82;1416489928
6;1416166212
95;1416750709
77;1415665116
62;1416012001
19;1415514222
72;1416610738
27;1417335337
68;1415582058
78;1415945743
84;1417315290
100;1416811865
53;1417252173
30;1415867725
61;1416602614
41;1415896797
17;1417180050
23;1416983796
100;1415690770
95;1416220942
80;1417069252
80;1415764656
2;1415503216
9;1415514105
45;1416803914
96;1416125119
83;1417158299
57;1417082747
11;1416476139
59;1415674081
46;1416289641
96;1416215870
20;1415821315
16;1416269047
19;1416384911
16;1417226838
82;1416400951
70;1416809987
46;1416698308
38;1415853237
29;1416643544
81;1415514336
97;1415849028
16;1417138491
74;1417188016
60;1416219320
6;1416361466
76;1416202300
98;1416638285
38;1416457374
74;1417254417
61;1416814625
43;1415955804
40;1416703177
23;1416683553
71;1417411499
29;1415593354
72;1415712220
72;1416263848
40;1415618542
39;1416872731
93;1416254190
40;1416963258
39;1417391124
87;1415945288
78;1416414248
11;1417188382
55;1417332851
88;1416669303
3;1416072824
14;1416087185
69;1416577476
69;1417045052
52;1416878756
31;1415972898
11;1416132548
33;1416893414
56;1417208886
64;1416185911
75;1416437185
94;1416716960
96;1416259486
71;1415764815
28;1416485485
25;1416139303
42;1416078523
82;1417047979
3;1415527396
70;1417126849
52;1416505837
79;1415772681
24;1416789753
92;1416667053
74;1416987540
54;1415899966
42;1416846887
74;1416953024
25;1415901690
12;1415967369
94;1416685234
49;1415984819
98;1416035856
42;1416342453
17;1416934174
65;1415586391
2;1417249360
27;1415855473
57;1416781272
19;1417433435
30;1415712508
45;1416227130
98;1416820829
9;1415893561
83;1416571579
10;1416733006
72;1416269784
91;1416517931
72;1415625605
62;1416675234
80;1415791790
27;1415886061
42;1417055487
3;1416190594
46;1415725949
47;1415854178
37;1415875180
80;1415976621
84;1417395500
89;1416462491
85;1417102800
39;1415535393
22;1416640491
70;1416670848
71;1416685253
93;1417404655
51;1417401292
41;1416598017
39;1415588614
23;1416493587
46;1415938746
32;1415978246
61;1417062901
95;1415893234
58;1415678238
76;1415985588
5;1416970170
8;1415706609
62;1416804914
79;1416153594
66;1416382373
9;1416267447
8;1415815839
71;1416265654
99;1416080429
85;1416599970
88;1416891670
20;1416522682
13;1416136788
41;1416000799
83;1416347754
6;1416075182
24;1416058089
19;1416351328
88;1415679648
54;1415622134
66;1416301970
39;1416624591
32;1415846440
92;1415965335
18;1415474105
78;1415496701
1;1417399024
100;1417034605
27;1416818691
88;1417074468
38;1415742224
38;1415694113
47;1415531190
24;1416757949
9;1417247135
96;1416235551
81;1416306835
16;1415578683
79;1416853269
87;1416937797
45;1416612137
15;1416361137
4;1416291481
61;1415748803
63;1417346681
37;1416794098
77;1416276872
59;1416546964
50;1416674083
35;1415838669
45;1416676800
17;1417045898
29;1416708067
30;1416073781
19;1416677113
48;1416046501
7;1416907651
94;1416173357
2;1416090799
13;1416811334
48;1416128633
67;1416202411
86;1417029553
8;1417251140
76;1416653952
53;1417012269
65;1416528436
92;1416962416
43;1417324423
77;1415842311
44;1416368778
9;1416275937
37;1417093133
16;1417212485
65;1416749594
20;1415984631
49;1416856040
10;1416723047
97;1417308577
7;1416865922
84;1415675992
2;1416132372
68;1416821513
49;1415906130
34;1416919107
49;1416469400
15;1416331481
62;1416246137
12;1417407394
48;1415623680
18;1416526437
81;1415723423
58;1416004637
10;1416134059
8;1417389099
67;1416122744
85;1416972487
9;1416112690
4;1416142202
44;1416430857
11;1415486761
33;1415448342
68;1416053173
82;1417107150
93;1416529363
7;1416580668
46;1415950818
7;1417315533
43;1416924274
81;1415587789
31;1416355145
95;1415462753
45;1416571342
39;1416297902
100;1415585050
32;1416086724
80;1415634973
34;1416104128
23;1417336409
2;1416363557
73;1415974413
49;1416870427
47;1416060305
57;1416105485
11;1415905540
96;1416371515
72;1415742597
34;1416036128
1;1416919214
8;1415849279
96;1416787957
74;1417212592
13;1415651311
28;1415747684
45;1416645651
91;1417361988
79;1416698718
28;1416917977
56;1417206632
10;1416879450
43;1415828482
91;1416642952
97;1416398382
66;1415552534
35;1416591471
54;1416855381
41;1417005651
20;1417070476
86;1416366251
100;1416292813
26;1415601736
2;1416665243
23;1415927908
25;1416662019
12;1416553687
48;1417275788
50;1416407855
44;1417296123
3;1416071100
37;1417213458
89;1416397952
63;1417398359
97;1416284989
50;1415660541
27;1417301085
76;1415526958
70;1416359687
11;1416305771
4;1416189196
36;1415651102
70;1415561156
96;1416913030
26;1415730057
14;1415879300
69;1416448991
33;1415785108
13;1416812229
47;1415607582
70;1416393354
59;1416897560
12;1416560140
11;1416645049
79;1416886188
91;1415834684
18;1416488179
74;1416672205
95;1415931938
91;1417022302
73;1416245968
55;1416110774
69;1417361486
76;1417409986
65;1416255746
41;1416892931
2;1415784630
95;1416073377
48;1416713535
21;1416073737
61;1415452918
39;1417360834
37;1415620785
23;1417022686
24;1416345263
76;1417136391
9;1417321288
3;1415867348
86;1416063485
84;1415722735
64;1416310703
27;1416882134
29;1415860496
3;1417188316
93;1415809722
43;1415936877
59;1416278776
15;1415525982
75;1415923860
55;1415598538
24;1416951822
85;1416599271
50;1416948856
97;1417282696
19;1416274293
65;1415540886
62;1415525169
41;1417019779
37;1416143314
39;1417218756
40;1416301148
83;1415664561
21;1416327765
58;1415470423
29;1417304356
20;1416304278
15;1416766194
97;1415584256
18;1415595480
65;1415879857
24;1415497428
40;1416048983
3;1416741306
53;1416282257
20;1415760912
40;1416610449
63;1417003169
9;1416295829
19;1415759653
80;1415934737
73;1416092031
58;1415916455
77;1416142692
97;1417104547
44;1416606279
39;1416443441
19;1416485742
63;1415884703
51;1416870874
19;1415651564
29;1416931878
94;1416156527
36;1416277250
16;1417098562
87;1416525257
87;1416017380
34;1415727586
15;1417329305
97;1415590694
85;1416785867
16;1415998914
70;1416298188
42;1417169983
63;1416671302
42;1416656792
37;1416239687
10;1416018903
11;1416914363
48;1416733033
37;1415688595
5;1416780199
76;1416312898
99;1416799014
96;1416126692
53;1416688958
8;1416048756
2;1416174036
37;1416829718
11;1417304175
73;1416519145
87;1416212262
40;1417086369
56;1416841777
54;1416399595
40;1416566372
47;1415883360
98;1416305976
80;1416243164
83;1416955709
18;1415551640
8;1415987392
11;1416412101
74;1416459310
45;1417356334
10;1417218360
55;1417337348
91;1415895248
73;1417040496
82;1416124171
100;1417428887
31;1417416152
96;1416725950
6;1416318271
39;1415918742
39;1417029159
90;1416684693
23;1415520005
18;1415905493
63;1417127019
18;1415767492
66;1416720593
65;1415780914
100;1415941974
3;1415972853
51;1416799134
49;1415954737
92;1416043613
97;1415590474
25;1415958198
40;1415562016
91;1417292263
96;1416103470
67;1416569792
32;1415452745
11;1416362371
45;1415441830
68;1416374065
67;1415455815
60;1415495918
86;1417215915
84;1415684811
54;1417166043
90;1416847599
10;1415633788
72;1415888831
75;1415924319
96;1416753858
95;1415812508
51;1416369644
16;1416365453
31;1416888747
6;1416997372
65;1416376229
92;1416623926
63;1416181851
54;1417192153
95;1416382759
51;1416540696
59;1415609816
27;1416508137
54;1417348691
96;1415704758
41;1415673403
1;1416289331
34;1415955719
45;1415988328
61;1416638316
26;1416945720
10;1415999527
53;1415650383
84;1415630876
53;1416808363
68;1416959922
54;1415839606
66;1415796724
72;1416376509
64;1417147930
60;1416519717
28;1416162767
6;1415862651
44;1416518582
42;1415747470
74;1417135571
11;1416724414
40;1416292712
41;1415623276
32;1417165700
55;1417346278
80;1416923194
66;1416751425
67;1415454034
3;1415460052
64;1415565496
6;1416170733
88;1415933007
36;1416118990
6;1417173084
82;1416118405
34;1416231386
96;1416173685
46;1417078544
1;1416003866
19;1416770930
34;1416638566
95;1415792131
42;1417046760
38;1416666361
61;1415648556
40;1416076655
15;1416702772
82;1416973531
96;1416246656
15;1415964076
59;1415737065
54;1416018014
81;1417223805
73;1415620018
96;1416236105
98;1417059532
48;1416536428
5;1416978926
29;1416910464
62;1416724477
48;1415611226
99;1415662792
75;1415809554
7;1416586938
93;1415862653
36;1417250112
72;1417282207
86;1415736307
34;1416298194
19;1416452108
43;1416687268
41;1416545615
71;1416480622
85;1416352817
97;1416114874
35;1416850972
70;1417154724
73;1416790455
87;1416786661
38;1416205379
73;1416635697
72;1415520136
93;1417297235
1;1415492869
94;1415644765
92;1416097172
39;1416853790
50;1416613252
1;1417106617
14;1416975093
97;1417015323
98;1416789010
36;1416773252
27;1417295753
8;1416433596
57;1416133407
82;1416402263
72;1417398645
2;1415460907
72;1416009740
72;1415936152
8;1416147023
61;1415845412
29;1416331895
98;1416794734
16;1417432882
54;1416954419
91;1416863597
73;1415610668
59;1416944367
78;1415851274
53;1417005870
17;1417422105
86;1417027463
26;1416875626
73;1416723391
77;1416799970
76;1416408031
24;1415450914
96;1416519547
81;1417108563
76;1416567079
44;1417067945
47;1415706843
49;1415784075
74;1417287105
94;1415845703
12;1415630116
100;1417387071
66;1417389283
50;1416689702
31;1416438634
31;1416515405
9;1415641369
88;1415457231
83;1416923225
10;1416920727
92;1416093649
39;1415495166
79;1416717169
90;1417397871
70;1416045857
46;1416322881
96;1416279332
56;1417000729
19;1415613925
5;1416008282
92;1416117228
56;1416747670
55;1417316054
45;1415532045
66;1415933992
24;1416160417
47;1415811896
40;1417435332
73;1416574060
49;1415603264
10;1416791092
66;1416186536
5;1415743427
75;1415990060
85;1417080013
1;1417262274
74;1416088407
65;1417290746
41;1416171362
1;1417330936
4;1416944339
74;1416383410
89;1416514583
12;1416618893
89;1416056874
11;1416233315
75;1416638603
57;1415957347
81;1416704004
29;1415778446
96;1416824390
38;1415656491
32;1416084885
27;1416735798
49;1415988909
38;1415804542
38;1417038043
37;1415759607
100;1416284778
96;1416833182
9;1415481195
25;1415453072
35;1415613059
37;1415941968
96;1416534329
61;1415479538
34;1416293516
6;1416213533
37;1416989484
66;1416682121
73;1415927624
18;1416633892
95;1416341476
26;1416070572
72;1416887224
12;1415854263
77;1416697415
14;1415511981
84;1415732759
8;1417107532
28;1416286650
7;1416400703
79;1417251325
83;1416097052
54;1416999045
91;1416430002
38;1417122947
3;1415961805
65;1416592402
98;1416792267
22;1417253862
58;1417278135
6;1416600566
63;1416173819
28;1416253124
8;1417271940
65;1417213202
98;1415677256
39;1415992268
72;1415968988
63;1416330972
29;1417023255
68;1415733800
20;1416882406
19;1415781834
30;1415818400
50;1415740559
39;1415945709
26;1415923119
47;1416329366
52;1415497096
22;1416140497
50;1416961438
44;1417139214
63;1415926902
35;1415994428
72;1415809201
48;1417146538
29;1416075426
87;1415474191
48;1416773726
36;1415583365
56;1415794462
9;1415764276
69;1416129623
94;1415641499
36;1416854405
84;1417355256
25;1416949728
15;1416409706
16;1415956133
61;1416458168
8;1417371482
19;1416185688
99;1416778469
6;1417277893
94;1417159008
56;1417325153
4;1415941014
89;1417066512
33;1417208570
47;1416890673
15;1417158996
83;1417004504
7;1416826581
17;1416666170
75;1416516105
19;1417427939
32;1415457744
57;1415653163
54;1416521110
98;1416022778
83;1415755324
58;1415987181
92;1415602493
49;1417054681
48;1416642447
2;1417382113
20;1415700745
27;1417018510
57;1417282674
55;1416913996
81;1417110557
10;1416347747
54;1416165383
28;1416797379
55;1416722460
82;1416305795
4;1415460203
73;1416137399
23;1416465555
34;1416171959
10;1417234673
95;1416151530
47;1416658492
11;1416732750
44;1416124416
28;1416527727
22;1415805204
32;1415635021
76;1417326321
90;1416754606
38;1415697980
32;1416006165
73;1417330512
13;1417241717
38;1416119274
87;1415761870
64;1416015262
47;1416291958
63;1416440946
72;1416704625
28;1417019681
7;1416541004
17;1416902970
10;1416050392
45;1417429830
41;1416408454
70;1417068161
37;1417339952
59;1415952975
11;1416287758
61;1416382046
94;1416526964
74;1415680046
15;1416344909
69;1416354598
56;1415710989
88;1415731719
83;1417050201
63;1416619902
100;1415850311
81;1415501663
75;1417374365
14;1416644787
22;1417430738
5;1417305325
80;1417352483
68;1416593599
65;1415701023
9;1415684640
91;1416385391
31;1416369341
67;1416213660
66;1415677544
8;1416703437
54;1415878931
82;1415536228
66;1415525352
88;1415671980
26;1416938982
85;1415612217
3;1416684140
73;1416441075
5;1415652230
37;1417183019
49;1416016048
87;1415810516
70;1416667559
35;1416098948
61;1416736157
1;1417259913
68;1417220333
82;1415522374
42;1415558480
51;1415968315
25;1416483326
22;1416175928
74;1416400624
36;1415638056
67;1417015869
65;1417002207
12;1416553279
61;1416776722
85;1416155193
69;1416828663
27;1417353152
81;1417323959
63;1415968955
54;1417122100
93;1417301602
29;1417282956
65;1416146459
53;1417377595
91;1416162238
17;1416045331
12;1415584378
73;1416404349
63;1416044314
11;1417215244
41;1417023973
62;1417300026
61;1416581058
28;1417386910
49;1415563878
82;1416269221
47;1416697268
15;1417308670
93;1415948851
86;1417126747
